322 340
-0.593376 -0.218174 0.625699
-0.587134 -0.185287 0.628515
-0.57106 -0.139275 0.624045
-0.546486 -0.0922305 0.610157
-0.514749 -0.0562458 0.58472
-0.477181 -0.0434124 0.545604
-0.445001 -0.0516401 0.506267
-0.391314 -0.0587238 0.442799
-0.361441 -0.0443834 0.413197
-0.329062 -0.0156973 0.385159
-0.29238 0.0214049 0.354636
-0.249596 0.0609934 0.317578
-0.198912 0.0971386 0.269937
-0.147097 0.188126 0.236
0.0587181 0.197042 2.67564E-14
0.0907362 0.217459 -0.0308782
0.113208 0.243992 -0.0489788
0.128924 0.275036 -0.057984
0.140674 0.308986 -0.0615765
0.151247 0.344239 -0.0634387
0.163433 0.37919 -0.0672529
0.180022 0.412235 -0.0767018
0.203804 0.44177 -0.0954676
0.237568 0.466191 -0.127233
0.284103 0.483894 -0.17568
0.31814 0.418343 -0.235064
0.330701 0.30989 -0.282835
0.327309 0.184611 -0.317303
0.313489 0.0685811 -0.336781
0.294766 -0.0121231 -0.339578
0.27272 -0.054614 -0.326727
0.239021 -0.0948771 -0.299638
0.195815 -0.132852 -0.260821
0.145249 -0.168477 -0.212785
0.0894677 -0.201693 -0.158039
0.0306182 -0.232439 -0.099092
-0.0291536 -0.260655 -0.0384541
-0.0877015 -0.286279 0.0213659
-0.142879 -0.309251 0.0778587
-0.192541 -0.329512 0.128515
-0.473178 -0.433867 0.414649
-0.494209 -0.440137 0.436697
-0.524374 -0.448428 0.468623
-0.561047 -0.457286 0.507854
-0.6016 -0.465258 0.551814
-0.643409 -0.470891 0.59793
-0.683847 -0.472732 0.643628
-0.720287 -0.469328 0.686334
-0.750104 -0.459225 0.723474
-0.770671 -0.440971 0.752473
-0.779362 -0.413113 0.770757
-0.777189 -0.38286 0.777332
-0.767951 -0.355167 0.775108
-0.752927 -0.329969 0.765627
-0.733399 -0.307203 0.750433
-0.710648 -0.286808 0.731068
-0.685955 -0.268719 0.709076
-0.6606001 -0.252874 0.686
-0.635864 -0.23921 0.663384
-0.61303 -0.227665 0.642769
-0.132825 0.082147 0.31301
